"REF_DATE","GEO","DGUID","Rental unit type","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-01","Peterborough, Census metropolitan area (CMA)","2021S0503529","House - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1810299255","24.6.1","","..","","","0"
"2019-01","Peterborough, Census metropolitan area (CMA)","2021S0503529","House - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1810299256","24.7.1","","..","","","0"
"2019-01","Peterborough, Census metropolitan area (CMA)","2021S0503529","Apartment - No bedroom","Average asking rent","Dollars","81","units","0","v1675425036","24.1.1","","..","","","0"
"2019-01","Peterborough, Census metropolitan area (CMA)","2021S0503529","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425037","24.2.1","1100","","","","0"
"2019-01","Peterborough, Census metropolitan area (CMA)","2021S0503529","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425038","24.3.1","1320","","","","0"
"2019-01","Peterborough, Census metropolitan area (CMA)","2021S0503529","Apartment - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1675425039","24.4.1","1640","E","","","0"
"2019-01","Peterborough, Census metropolitan area (CMA)","2021S0503529","Room","Average asking rent","Dollars","81","units","0","v1675425040","24.5.1","550","","","","0"
"2019-01","St. Catharines - Niagara, Census metropolitan area (CMA)","2021S0503539","House - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1810299263","25.6.1","1610","E","","","0"
"2019-01","St. Catharines - Niagara, Census metropolitan area (CMA)","2021S0503539","House - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1810299264","25.7.1","1790","","","","0"
"2019-01","St. Catharines - Niagara, Census metropolitan area (CMA)","2021S0503539","Apartment - No bedroom","Average asking rent","Dollars","81","units","0","v1675425056","25.1.1","930","E","","","0"
"2019-01","St. Catharines - Niagara, Census metropolitan area (CMA)","2021S0503539","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425057","25.2.1","1060","","","","0"
"2019-01","St. Catharines - Niagara, Census metropolitan area (CMA)","2021S0503539","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425058","25.3.1","1280","","","","0"
"2019-01","St. Catharines - Niagara, Census metropolitan area (CMA)","2021S0503539","Apartment - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1675425059","25.4.1","1540","","","","0"
"2019-01","St. Catharines - Niagara, Census metropolitan area (CMA)","2021S0503539","Room","Average asking rent","Dollars","81","units","0","v1675425060","25.5.1","490","","","","0"
"2019-01","Thunder Bay, Census metropolitan area (CMA)","2021S0503595","House - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1810299279","26.6.1","","..","","","0"
"2019-01","Thunder Bay, Census metropolitan area (CMA)","2021S0503595","House - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1810299280","26.7.1","1830","","","","0"
"2019-01","Thunder Bay, Census metropolitan area (CMA)","2021S0503595","Apartment - No bedroom","Average asking rent","Dollars","81","units","0","v1675425096","26.1.1","","..","","","0"
"2019-01","Thunder Bay, Census metropolitan area (CMA)","2021S0503595","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425097","26.2.1","910","","","","0"
"2019-01","Thunder Bay, Census metropolitan area (CMA)","2021S0503595","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425098","26.3.1","1180","","","","0"
"2019-01","Thunder Bay, Census metropolitan area (CMA)","2021S0503595","Apartment - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1675425099","26.4.1","","..","","","0"
"2019-01","Thunder Bay, Census metropolitan area (CMA)","2021S0503595","Room","Average asking rent","Dollars","81","units","0","v1675425100","26.5.1","490","","","","0"
"2019-01","Toronto, Census metropolitan area (CMA)","2021S0503535","House - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1810299259","27.6.1","2620","","","","0"
"2019-01","Toronto, Census metropolitan area (CMA)","2021S0503535","House - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1810299260","27.7.1","3410","","","","0"
"2019-01","Toronto, Census metropolitan area (CMA)","2021S0503535","Apartment - No bedroom","Average asking rent","Dollars","81","units","0","v1675425046","27.1.1","1680","","","","0"
"2019-01","Toronto, Census metropolitan area (CMA)","2021S0503535","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425047","27.2.1","1990","","","","0"
"2019-01","Toronto, Census metropolitan area (CMA)","2021S0503535","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425048","27.3.1","2560","","","","0"
"2019-01","Toronto, Census metropolitan area (CMA)","2021S0503535","Apartment - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1675425049","27.4.1","2850","","","","0"
"2019-01","Toronto, Census metropolitan area (CMA)","2021S0503535","Room","Average asking rent","Dollars","81","units","0","v1675425050","27.5.1","710","","","","0"
"2019-01","Windsor, Census metropolitan area (CMA)","2021S0503559","House - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1810299273","28.6.1","1230","","","","0"
"2019-01","Windsor, Census metropolitan area (CMA)","2021S0503559","House - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1810299274","28.7.1","1710","","","","0"
"2019-01","Windsor, Census metropolitan area (CMA)","2021S0503559","Apartment - No bedroom","Average asking rent","Dollars","81","units","0","v1675425081","28.1.1","780","","","","0"
"2019-01","Windsor, Census metropolitan area (CMA)","2021S0503559","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425082","28.2.1","930","","","","0"
"2019-01","Windsor, Census metropolitan area (CMA)","2021S0503559","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425083","28.3.1","1180","","","","0"
"2019-01","Windsor, Census metropolitan area (CMA)","2021S0503559","Apartment - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1675425084","28.4.1","1370","","","","0"
"2019-01","Windsor, Census metropolitan area (CMA)","2021S0503559","Room","Average asking rent","Dollars","81","units","0","v1675425085","28.5.1","450","","","","0"
"2019-01","Winnipeg, Census metropolitan area (CMA)","2021S0503602","House - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1810299281","29.6.1","1250","","","","0"
"2019-01","Winnipeg, Census metropolitan area (CMA)","2021S0503602","House - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1810299282","29.7.1","1550","","","","0"
"2019-01","Winnipeg, Census metropolitan area (CMA)","2021S0503602","Apartment - No bedroom","Average asking rent","Dollars","81","units","0","v1675425101","29.1.1","750","","","","0"
"2019-01","Winnipeg, Census metropolitan area (CMA)","2021S0503602","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425102","29.2.1","960","","","","0"
"2019-01","Winnipeg, Census metropolitan area (CMA)","2021S0503602","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425103","29.3.1","1220","","","","0"
"2019-01","Winnipeg, Census metropolitan area (CMA)","2021S0503602","Apartment - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1675425104","29.4.1","1400","","","","0"
"2019-01","Winnipeg, Census metropolitan area (CMA)","2021S0503602","Room","Average asking rent","Dollars","81","units","0","v1675425105","29.5.1","500","","","","0"
"2019-01","Regina, Census metropolitan area (CMA)","2021S0503705","House - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1810299283","30.6.1","1120","","","","0"
"2019-01","Regina, Census metropolitan area (CMA)","2021S0503705","House - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1810299284","30.7.1","1440","","","","0"
"2019-01","Regina, Census metropolitan area (CMA)","2021S0503705","Apartment - No bedroom","Average asking rent","Dollars","81","units","0","v1675425106","30.1.1","750","","","","0"
"2019-01","Regina, Census metropolitan area (CMA)","2021S0503705","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425107","30.2.1","890","","","","0"
"2019-01","Regina, Census metropolitan area (CMA)","2021S0503705","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425108","30.3.1","1080","","","","0"
"2019-01","Regina, Census metropolitan area (CMA)","2021S0503705","Apartment - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1675425109","30.4.1","1350","","","","0"
"2019-01","Regina, Census metropolitan area (CMA)","2021S0503705","Room","Average asking rent","Dollars","81","units","0","v1675425110","30.5.1","530","","","","0"
"2019-01","Saskatoon, Census metropolitan area (CMA)","2021S0503725","House - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1810299285","31.6.1","1250","","","","0"
"2019-01","Saskatoon, Census metropolitan area (CMA)","2021S0503725","House - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1810299286","31.7.1","1550","","","","0"
"2019-01","Saskatoon, Census metropolitan area (CMA)","2021S0503725","Apartment - No bedroom","Average asking rent","Dollars","81","units","0","v1675425111","31.1.1","740","","","","0"
"2019-01","Saskatoon, Census metropolitan area (CMA)","2021S0503725","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425112","31.2.1","910","","","","0"
"2019-01","Saskatoon, Census metropolitan area (CMA)","2021S0503725","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425113","31.3.1","1100","","","","0"
"2019-01","Saskatoon, Census metropolitan area (CMA)","2021S0503725","Apartment - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1675425114","31.4.1","1370","","","","0"
"2019-01","Saskatoon, Census metropolitan area (CMA)","2021S0503725","Room","Average asking rent","Dollars","81","units","0","v1675425115","31.5.1","540","","","","0"
"2019-01","Calgary, Census metropolitan area (CMA)","2021S0503825","House - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1810299289","32.6.1","1490","","","","0"
"2019-01","Calgary, Census metropolitan area (CMA)","2021S0503825","House - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1810299290","32.7.1","1930","","","","0"
"2019-01","Calgary, Census metropolitan area (CMA)","2021S0503825","Apartment - No bedroom","Average asking rent","Dollars","81","units","0","v1675425121","32.1.1","910","","","","0"
"2019-01","Calgary, Census metropolitan area (CMA)","2021S0503825","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425122","32.2.1","1150","","","","0"
"2019-01","Calgary, Census metropolitan area (CMA)","2021S0503825","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425123","32.3.1","1360","","","","0"
"2019-01","Calgary, Census metropolitan area (CMA)","2021S0503825","Apartment - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1675425124","32.4.1","1500","","","","0"
"2019-01","Calgary, Census metropolitan area (CMA)","2021S0503825","Room","Average asking rent","Dollars","81","units","0","v1675425125","32.5.1","570","","","","0"
"2019-01","Edmonton, Census metropolitan area (CMA)","2021S0503835","House - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1810299293","33.6.1","1340","","","","0"
"2019-01","Edmonton, Census metropolitan area (CMA)","2021S0503835","House - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1810299294","33.7.1","1660","","","","0"
"2019-01","Edmonton, Census metropolitan area (CMA)","2021S0503835","Apartment - No bedroom","Average asking rent","Dollars","81","units","0","v1675425131","33.1.1","900","","","","0"
"2019-01","Edmonton, Census metropolitan area (CMA)","2021S0503835","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425132","33.2.1","1030","","","","0"
"2019-01","Edmonton, Census metropolitan area (CMA)","2021S0503835","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425133","33.3.1","1270","","","","0"
"2019-01","Edmonton, Census metropolitan area (CMA)","2021S0503835","Apartment - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1675425134","33.4.1","1460","","","","0"
"2019-01","Edmonton, Census metropolitan area (CMA)","2021S0503835","Room","Average asking rent","Dollars","81","units","0","v1675425135","33.5.1","560","","","","0"
"2019-01","Lethbridge, Census metropolitan area (CMA)","2021S0503810","House - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1810299287","34.6.1","1140","","","","0"
"2019-01","Lethbridge, Census metropolitan area (CMA)","2021S0503810","House - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1810299288","34.7.1","1430","","","","0"
"2019-01","Lethbridge, Census metropolitan area (CMA)","2021S0503810","Apartment - No bedroom","Average asking rent","Dollars","81","units","0","v1675425116","34.1.1","","..","","","0"
"2019-01","Lethbridge, Census metropolitan area (CMA)","2021S0503810","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425117","34.2.1","890","","","","0"
"2019-01","Lethbridge, Census metropolitan area (CMA)","2021S0503810","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425118","34.3.1","1070","","","","0"
"2019-01","Lethbridge, Census metropolitan area (CMA)","2021S0503810","Apartment - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1675425119","34.4.1","1340","","","","0"
"2019-01","Lethbridge, Census metropolitan area (CMA)","2021S0503810","Room","Average asking rent","Dollars","81","units","0","v1675425120","34.5.1","530","","","","0"
"2019-01","Red Deer, Census metropolitan area (CMA)","2021S0503830","House - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1810299291","35.6.1","1200","E","","","0"
"2019-01","Red Deer, Census metropolitan area (CMA)","2021S0503830","House - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1810299292","35.7.1","1330","","","","0"
"2019-01","Red Deer, Census metropolitan area (CMA)","2021S0503830","Apartment - No bedroom","Average asking rent","Dollars","81","units","0","v1675425126","35.1.1","","..","","","0"
